Admitted,Place,Case_Year,Admitted,Found_on,Brought_in_after,City,County,Reason,Reason_edited,Reason_e,First_aid,Species,Species_e,Sex,Sex_e,Age,Age_e,G_O,Disposition,DDate,weight,BCS,attitude,dehydration,head,CNS,cardiopulmonary,GI,musculoskeletal,integument,body,forelimb,forelimb_e,hindlimb,hindlimb_e,treatment,Heat,Fluids,NSAID,Antibiotic,Steroid,treatment_e,admit_date,found_date,ID,r,Disposition_binary,F_Aid,month,season
2006-03-05,Lindsey,2006,2006-03-05,2006-03-04,1,Piedmont,Alameda County,on ground,found on the ground,found on the ground,sugar water,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2006-04-06 00:00:00,3.80,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+, LMOM for Robn",1.0,1.0,0.0,0.0,0.0,yes,2006-03-05,2006-03-04,3019_ANHU,found on the ground,Released,Yes,3,Spring
2006-03-11,Lindsey,2006,2006-03-11,2006-03-10,1,Albany,Alameda County,Transported by Piedmont A/C  from Montclair,unknown,unknown,unknown,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2006-04-17 00:00:00,4.00,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, NecktarPlus, dilute baytril",1.0,0.0,0.0,1.0,0.0,yes,2006-03-11,2006-03-10,3022_ANHU,unknown,Released,No,3,Spring
2006-03-11,Lindsey,2006,2006-03-11,2006-03-11,0,Concord,Contra Costa County,"lying on back, looked dead but moved when picked up - cold",found on the ground,found on the ground,unknown,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2006-04-17 00:00:00,3.80,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, NecktarPlus",1.0,0.0,0.0,0.0,0.0,yes,2006-03-11,2006-03-11,3023_ANHU,found on the ground,Released,No,3,Spring
2006-03-12,Lindsey,2006,2006-03-12,2006-03-12,0,Walnut Creek,Contra Costa County,"Found on hood car in Long?s parking lot, may have been caught under wiper",found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2006-04-18 00:00:00,3.80,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, NecktarPlus, LMOM Robin Pulich",1.0,0.0,0.0,0.0,0.0,yes,2006-03-12,2006-03-12,3024_ANHU,found on the ground,Released,No,3,Spring
2006-03-14,Lindsey,2006,2006-03-14,2006-03-14,0,Oakland,Alameda County,"very  quiet, little livlier later",found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Released,2006-03-14 00:00:00,4.10,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, called Robin",1.0,0.0,0.0,0.0,0.0,yes,2006-03-14,2006-03-14,3025_ANHU,found on the ground,Released,No,3,Spring
2006-03-16,Lindsey,2006,2006-03-16,2006-03-15,1,Vallejo,Solano County,Found on the ground in park,found on the ground,found on the ground,nectar,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Died in 24hr,2006-03-16 00:00:00,4.30,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2006-03-16,2006-03-15,3027_ANHU,found on the ground,Died,Yes,3,Spring
2006-03-17,Lindsey,2006,2006-03-17,2006-03-17,0,Dublin,Alameda County,Found on ground.,found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Released,2006-03-19 00:00:00,4.80,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, lick of dex elixir, Nektar+, stained eye, no stain uptake, applied BNP-H",1.0,1.0,0.0,0.0,1.0,yes,2006-03-17,2006-03-17,3028_ANHU,found on the ground,Released,No,3,Spring
2006-03-18,Lindsey,2006,2006-03-18,2006-03-18,0,Walnut Creek,Contra Costa County,caught by domestic animal,caught by domestic animal,caught by domestic animal,nectar,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Euthanized +24hr,2006-03-24 00:00:00,4.20,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2006-03-18,2006-03-18,3029_ANHU,caught by domestic animal,Died,Yes,3,Spring
2006-03-18,Lindsey,2006,2006-03-18,2006-03-15,3,Oakland,Alameda County,found on ground   Montclair did not send card.  They could not find it.,found on the ground,found on the ground,nectar,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Euthanized +24hr,2006-04-28 00:00:00,4.20,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2006-03-18,2006-03-15,3030_ANHU,found on the ground,Died,Yes,3,Spring
2006-03-19,Lindsey,2006,2006-03-19,2006-03-19,0,Concord,Contra Costa County,"Found inside house, cats brought in",caught by domestic animal,caught by domestic animal,unknown,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2006-04-18 00:00:00,4.60,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, dilute baytril, NecktarPlus",1.0,0.0,0.0,1.0,0.0,yes,2006-03-19,2006-03-19,3031_ANHU,caught by domestic animal,Released,No,3,Spring
2006-03-21,Lindsey,2006,2006-03-21,2006-03-21,0,Lafayette,Contra Costa County,"On the footpath, not moving, sitting up and chirping",found on the ground,found on the ground,water,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2006-04-07 00:00:00,4.60,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, NecktarPlus, LMOM Janet Nadol",1.0,0.0,0.0,0.0,0.0,yes,2006-03-21,2006-03-21,3032_ANHU,found on the ground,Released,Yes,3,Spring
2006-03-22,Lindsey,2006,2006-03-22,2006-03-21,1,Concord,Contra Costa County,sitting on ground with broken wing  yesterday evening,found on the ground,found on the ground,sugar water,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died in 24hr,2006-03-23 00:00:00,4.70,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2006-03-22,2006-03-21,3033_ANHU,found on the ground,Died,Yes,3,Spring
2006-03-22,Lindsey,2006,2006-03-22,2006-03-22,0,Concord,Contra Costa County,Found in driveway.  No apparent injuries.,found on the ground,found on the ground,unknown,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2006-04-07 00:00:00,4.40,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2006-03-22,2006-03-22,3034_ANHU,found on the ground,Released,No,3,Spring
2006-03-24,Lindsey,2006,2006-03-24,2006-03-23,1,Concord,Contra Costa County,"found on ground,covered with ant  couldn?t fly    would like to have bird returned to his yard",found on the ground,found on the ground,sugar water,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2006-04-20 00:00:00,4.00,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2006-03-24,2006-03-23,3035_ANHU,found on the ground,Released,Yes,3,Spring
2006-03-25,Lindsey,2006,2006-03-25,2006-03-25,0,Fremont,Alameda County,"Cat brought her into the houe in his mouth.  When he dropped her, the bird flew away and ran into the window (sigh).  The bird is very active and alert, flying around in the bag and scolding.  If the bird is all right, I can return her to Fremont tomorrow.  She may have a nest in my garden.  I can also provide homecare for her.",caught by domestic animal,caught by domestic animal,nectar,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Died in 24hr,2006-03-25 00:00:00,4.10,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, fluids",1.0,1.0,0.0,0.0,0.0,yes,2006-03-25,2006-03-25,3036_ANHU,caught by domestic animal,Died,Yes,3,Spring
2006-03-25,Lindsey,2006,2006-03-25,2006-03-24,1,Pinole,Contra Costa County,"cold, hudled on ground, young",found on the ground,found on the ground,"water, protein powder",ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2006-04-20 00:00:00,4.10,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2006-03-25,2006-03-24,3037_ANHU,found on the ground,Released,Yes,3,Spring
2006-03-25,Lindsey,2006,2006-03-25,2006-03-25,0,Pleasant Hill,Contra Costa County,Fluttering on the sidewalk,found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Euthanized +24hr,2006-04-09 00:00:00,3.80,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+. 3/26 called Robin",1.0,1.0,0.0,0.0,0.0,yes,2006-03-25,2006-03-25,3038_ANHU,found on the ground,Died,No,3,Spring
2006-03-26,Lindsey,2006,2006-03-26,2006-03-26,0,Pittsburg,Contra Costa County,caught by domestic animal,caught by domestic animal,caught by domestic animal,unknown,RUHU,Selasphorus,unknown,Female-like ,Fledgling,adult-like,Selasphorus spp.,Released,2006-05-23 00:00:00,3.40,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat. Nectar Plus.,1.0,1.0,0.0,0.0,0.0,yes,2006-03-26,2006-03-26,3039_RUHU,caught by domestic animal,Released,No,3,Spring
2006-03-26,Lindsey,2006,2006-03-26,2006-03-26,0,Pleasant Hill,Contra Costa County,caught by domestic animal,caught by domestic animal,caught by domestic animal,unknown,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2006-05-25 00:00:00,4.40,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat. cleaned wounds with dilute nolvasan and applied tegaderm,1.0,0.0,0.0,0.0,0.0,yes,2006-03-26,2006-03-26,3040_ANHU,caught by domestic animal,Released,No,3,Spring
2006-03-27,Lindsey,2006,2006-03-27,2006-03-27,0,Concord,Contra Costa County,"Found on sidewalk, could not find nest.",found on the ground,found on the ground,nectar,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Died in 24hr,2006-03-27 00:00:00,3.60,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat,",1.0,0.0,0.0,0.0,0.0,yes,2006-03-27,2006-03-27,3042_ANHU,found on the ground,Died,Yes,3,Spring
2006-03-28,Lindsey,2006,2006-03-28,2006-03-28,0,Concord,Contra Costa County,Just sitting in a chair at starbucks,found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Died +24hr,2006-04-01 00:00:00,4.10,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"Heat, nectar plus",1.0,1.0,0.0,0.0,0.0,yes,2006-03-28,2006-03-28,3044_ANHU,found on the ground,Died,No,3,Spring
2006-03-29,Lindsey,2006,2006-03-29,2006-03-29,0,Walnut Creek,Contra Costa County,"Brought in by the dog.  Breathing, but barely.  Kept warm and brought it to the Lindsay.",dog caught,caught by domestic animal,sugar water,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Died in 24hr,2006-03-29 00:00:00,4.60,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2006-03-29,2006-03-29,3045_ANHU,caught by domestic animal,Died,Yes,3,Spring
2006-03-30,Lindsey,2006,2006-03-30,2006-03-30,0,Hercules,Contra Costa County,,unknown,unknown,unknown,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Died in 24hr,2006-03-30 00:00:00,4.70,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2006-03-30,2006-03-30,3046_ANHU,unknown,Died,No,3,Spring
2006-03-31,Lindsey,2006,2006-03-31,2006-03-22,9,unknown,unknown,"Dropped off on counter, no info given.",unknown,unknown,unknown,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Died in 24hr,2006-03-31 00:00:00,3.80,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,Heat,1.0,0.0,0.0,0.0,0.0,yes,2006-03-31,2006-03-22,3047_ANHU,unknown,Died,No,3,Spring
2006-04-01,Lindsey,2006,2006-04-01,2006-04-01,0,Concord,Contra Costa County,Fluttering on sidewalk; possible broken wing,found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Euthanized in 24hr,2006-04-01 00:00:00,4.00,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar Plus",1.0,1.0,0.0,0.0,0.0,yes,2006-04-01,2006-04-01,3048_ANHU,found on the ground,Died,No,4,Spring
2006-04-03,Lindsey,2006,2006-04-03,2006-04-03,0,Piedmont,Alameda County,brought to Monclair Vet by Mr. Dileo   Bird was found soaked and sitting in the rain on step.  Vet gave roudybush lori nectar.,found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Euthanized +24hr,2006-04-17 00:00:00,4.40,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat. Started Nectar Plus,1.0,1.0,0.0,0.0,0.0,yes,2006-04-03,2006-04-03,3049_ANHU,found on the ground,Died,No,4,Spring
2006-04-06,Lindsey,2006,2006-04-06,2006-04-06,0,Antioch,Contra Costa County,"Fell out of nest, possible cat caught, thought it might be bleeding",fell out of a nest,nest-related,sugar water,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Died in 24hr,2006-04-07 00:00:00,3.60,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, cleaned blood off, tegadermed, Nektar+, Baytril",1.0,1.0,0.0,1.0,0.0,yes,2006-04-06,2006-04-06,3050_ANHU,nest-related,Died,Yes,4,Spring
2006-04-07,Lindsey,2006,2006-04-07,2006-04-06,1,Dublin,Alameda County,"on ground, children found, couldn?t find nest, brought into house",found on the ground,found on the ground,sugar water,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2006-05-12 00:00:00,4.20,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2006-04-07,2006-04-06,3051_ANHU,found on the ground,Released,Yes,4,Spring
2006-04-08,Lindsey,2006,2006-04-08,2006-04-08,0,Pleasant Hill,Contra Costa County,Sitting on patio panting with eyes closed. Possibly flew into window. Foot got caught in garden glove on the way to the museum.,window hit,window hit,unknown,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died in 24hr,2006-04-08 00:00:00,5.10,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, NecktarPlus, lick of dex, dilute baytril",1.0,0.0,0.0,1.0,1.0,yes,2006-04-08,2006-04-08,3053_ANHU,window hit,Died,No,4,Spring
2006-04-09,Lindsey,2006,2006-04-09,2006-04-09,0,Piedmont,Alameda County,"laying on sidewalk in the middle of the driveway, cats in neighborhood but not around the bird",found on the ground,found on the ground,sugar water,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Euthanized in 24hr,2006-04-09 00:00:00,4.40,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, nektar+, lick of dex elixir",1.0,1.0,0.0,0.0,1.0,yes,2006-04-09,2006-04-09,3055_ANHU,found on the ground,Died,Yes,4,Spring
2006-04-10,Lindsey,2006,2006-04-10,2006-04-10,0,Walnut Creek,Contra Costa County,May have fell out of the nest and landed on the ground,fell out of a nest,nest-related,unknown,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2006-06-04 00:00:00,3.30,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, NecktarPlus, baytril",1.0,0.0,0.0,1.0,0.0,yes,2006-04-10,2006-04-10,3058_ANHU,nest-related,Released,No,4,Spring
2006-04-12,Lindsey,2006,2006-04-12,2006-04-11,1,Dublin,Alameda County,Fell out of nest,fell out of a nest,nest-related,unknown,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Died in 24hr,2006-04-12 00:00:00,3.90,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2006-04-12,2006-04-11,3059_ANHU,nest-related,Died,No,4,Spring
2006-04-13,Lindsey,2006,2006-04-13,2006-04-13,0,Concord,Contra Costa County,"Breathing fast, dropped from the sky, appeared to be doing better on the way here",found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Euthanized in 24hr,2006-04-13 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,Heat and Nector Plus.,1.0,0.0,0.0,0.0,0.0,yes,2006-04-13,2006-04-13,3060_ANHU,found on the ground,Died,No,4,Spring
2006-04-14,Lindsey,2006,2006-04-14,2006-04-14,0,Danville,Contra Costa County,found in driveway on ground,found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Euthanized +24hr,2006-05-24 00:00:00,4.10,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+, LMOM Jackie",1.0,1.0,0.0,0.0,0.0,yes,2006-04-14,2006-04-14,3061_ANHU,found on the ground,Died,No,4,Spring
2006-04-14,Lindsey,2006,2006-04-14,2006-04-14,0,Martinez,Contra Costa County,cannot fly....maybe hit window,window hit,window hit,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Died in 24hr,2006-04-14 00:00:00,4.00,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Necktar Plus",1.0,0.0,0.0,0.0,0.0,yes,2006-04-14,2006-04-14,3062_ANHU,window hit,Died,No,4,Spring
2006-04-18,Lindsey,2006,2006-04-18,2006-04-18,0,Walnut Creek,Contra Costa County,On the sidewalk as he walked by.  Immediately brought here.,found on the ground,found on the ground,unknown,RUHU,Selasphorus,unknown,Female-like ,Adult,adult-like,Selasphorus spp.,Died +24hr,2006-04-21 00:00:00,3.00,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar +",1.0,1.0,0.0,0.0,0.0,yes,2006-04-18,2006-04-18,3063_RUHU,found on the ground,Died,No,4,Spring
2006-04-18,Lindsey,2006,2006-04-18,2006-04-18,0,Walnut Creek,Contra Costa County,Smacked into a window with a mild thump,window hit,window hit,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Released,2006-04-19 00:00:00,4.00,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+, called Janet",1.0,1.0,0.0,0.0,0.0,yes,2006-04-18,2006-04-18,3064_ANHU,window hit,Released,No,4,Spring
2006-04-20,Lindsey,2006,2006-04-20,2006-04-20,0,Concord,Contra Costa County,Cat caught,caught by domestic animal,caught by domestic animal,unknown,ALHU,Selasphorus,unknown,Female-like ,Adult,adult-like,Selasphorus spp.,Released,2006-04-20 00:00:00,3.40,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2006-04-20,2006-04-20,3065_ALHU,caught by domestic animal,Released,No,4,Spring
2006-04-21,Lindsey,2006,2006-04-21,2006-04-20,1,Concord,Contra Costa County,"cat caught,blood on left eye,not flying",caught by domestic animal,caught by domestic animal,sugar water,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died in 24hr,2006-04-21 00:00:00,3.60,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"warm compress on L eye, cephalexin",0.0,0.0,0.0,1.0,0.0,yes,2006-04-21,2006-04-20,3067_ANHU,caught by domestic animal,Died,Yes,4,Spring
2006-04-21,Lindsey,2006,2006-04-21,2006-04-21,0,Antioch,Contra Costa County,Found on field. Easy to approach. PE teacher found it. Can fly.,found on the ground,found on the ground,sugar water,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Died in 24hr,2006-04-22 00:00:00,4.30,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, necktar plus, lick of dex elixr",1.0,0.0,0.0,0.0,1.0,yes,2006-04-21,2006-04-21,3068_ANHU,found on the ground,Died,Yes,4,Spring
2006-04-22,Lindsey,2006,2006-04-22,2006-04-22,0,Martinez,Contra Costa County,found martinez marina lying on a blade of grass baby humming bird,found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2006-06-01 00:00:00,4.20,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Necktar+, called Jackie",1.0,0.0,0.0,0.0,0.0,yes,2006-04-22,2006-04-22,3070_ANHU,found on the ground,Released,No,4,Spring
2006-04-22,Lindsey,2006,2006-04-22,2006-04-22,0,Walnut Creek,Contra Costa County,"Hit window.  Was out for about 20 minutes, then started to revive.  Thought one wing was injured, but them seemed okay.  Was slowly opening and shutting eyes.",window hit,window hit,unknown,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died in 24hr,2006-04-22 00:00:00,3.20,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, lick of dex, NecktarPlus, called Jackie, dilute baytril",1.0,0.0,0.0,1.0,1.0,yes,2006-04-22,2006-04-22,3071_ANHU,window hit,Died,No,4,Spring
2006-04-24,Lindsey,2006,2006-04-24,2006-04-24,0,San Ramon,Contra Costa County,Flew into warehouse and kept running into things and it was cold and later found on the concrete floor cold and motionless.,flew into the house,found inside,unknown,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died in 24hr,2006-04-24 00:00:00,4.30,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2006-04-24,2006-04-24,3072_ANHU,found inside,Died,No,4,Spring
2006-04-24,Lindsey,2006,2006-04-24,2006-04-23,1,Pleasant Hill,Contra Costa County,Found bird on the ground. Unable to find nest.,found on the ground,found on the ground,nectar,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2006-05-22 00:00:00,4.70,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, fuids",1.0,0.0,0.0,0.0,0.0,yes,2006-04-24,2006-04-23,3073_ANHU,found on the ground,Released,Yes,4,Spring
2006-04-27,Lindsey,2006,2006-04-27,2006-04-27,0,Pleasanton,Alameda County,Found sitting in front of window it possibly flew into,window hit,window hit,unknown,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died in 24hr,2006-04-28 00:00:00,4.10,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, necktar +, and lick of dex",1.0,0.0,0.0,0.0,1.0,yes,2006-04-27,2006-04-27,3077_ANHU,window hit,Died,No,4,Spring
2006-04-30,Lindsey,2006,2006-04-30,2006-04-30,0,Martinez,Contra Costa County,found on side walk looking for nest,found on the ground,found on the ground,unknown,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2006-05-17 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2006-04-30,2006-04-30,3080_ANHU,found on the ground,Released,No,4,Spring
2006-05-01,Lindsey,2006,2006-05-01,2006-05-01,0,Walnut Creek,Contra Costa County,"Laying on ground, chirping",found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2006-05-22 00:00:00,3.50,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2006-05-01,2006-05-01,3081_ANHU,found on the ground,Released,No,5,Spring
2006-05-01,Lindsey,2006,2006-05-01,2006-05-01,0,Oakland,Alameda County,"couldn?t stand, couldn?t fly.Dropped off at Montclair Vet.",unknown,unknown,nectar,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2006-06-08 00:00:00,3.30,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, nektar +",1.0,1.0,0.0,0.0,0.0,yes,2006-05-01,2006-05-01,3082_ANHU,unknown,Released,Yes,5,Spring
2006-05-02,Lindsey,2006,2006-05-02,2006-05-02,0,Danville,Contra Costa County,sitting on deck.. cats in the area but not sure if they interacted with them,found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died in 24hr,2006-05-03 00:00:00,4.00,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+, lick of dex elixir",1.0,1.0,0.0,0.0,1.0,yes,2006-05-02,2006-05-02,3083_ANHU,found on the ground,Died,No,5,Spring
2006-05-04,Lindsey,2006,2006-05-04,2006-05-04,0,San Ramon,Contra Costa County,Laying in grass area in front of shops.,found on the ground,found on the ground,water,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2006-05-29 00:00:00,4.50,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2006-05-04,2006-05-04,3084_ANHU,found on the ground,Released,Yes,5,Spring
2006-05-07,Lindsey,2006,2006-05-07,2006-05-07,0,Pleasant Hill,Contra Costa County,Found near the front door of the Northridge Apts; heard it chirping; thinks it has mites,found on the ground,found on the ground,water,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Euthanized +24hr,2006-07-01 00:00:00,4.00,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, flea powder",1.0,0.0,0.0,0.0,0.0,yes,2006-05-07,2006-05-07,3086_ANHU,found on the ground,Died,Yes,5,Spring
2006-05-09,Lindsey,2006,2006-05-09,2006-05-08,1,Berkeley,Alameda County,"Not moving, standing, started chirping after placed in box",found on the ground,found on the ground,unknown,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2006-05-28 00:00:00,4.30,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2006-05-09,2006-05-08,3088_ANHU,found on the ground,Released,No,5,Spring
2006-05-09,Lindsey,2006,2006-05-09,2006-05-08,1,Alameda,Alameda County,Found on back porch,found on the ground,found on the ground,nectar,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2006-07-22 00:00:00,3.80,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat , tried to clean feathers, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2006-05-09,2006-05-08,3089_ANHU,found on the ground,Released,Yes,5,Spring
2006-05-10,Lindsey,2006,2006-05-10,2006-05-10,0,Oakland,Alameda County,lying on ground many feet below nest.,fell out of a nest,nest-related,sugar water,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died +24hr,2006-05-11 00:00:00,4.10,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2006-05-10,2006-05-10,3090_ANHU,nest-related,Died,Yes,5,Spring
